date,BTC,ETH,BNB,ADA,DOGE,XRP,DOT,BCH,UNI,LTC,LINK,XLM,SOL,ETC,MATIC,VET,BUSD,FIL,AAVE,XMR,WAVES,ZEC,EGLD,XEM,ENJ,BTG,ONT
2020-11-25,18719.11,569.5,31.2953,0.15473,0.0037081,0.63022,5.3018,312.99,3.6773,81.75,14.2016,0.19295,2.2661,6.95,0.02087,0.016548,0.9999,31.0128,61.724,128.8,6.7033,78.15,9.677,0.1831,0.16198,,0.6992
2020-11-26,17149.47,519.83,28.2356,0.13843,0.0032492,0.53654,4.809,271.44,3.43,71.0,12.603,0.16835,1.9111,6.1404,0.01775,0.014627,0.9995,29.8835,64.211,119.98,6.0606,70.16,9.131,0.159,0.1415,,0.5582
2020-11-27,17139.52,518.68,28.4606,0.14178,0.0032752,0.5623,4.8151,265.45,3.3067,69.15,12.4989,0.20699,1.861,6.2115,0.01766,0.014487,0.9996,29.9387,60.802,117.32,6.4518,69.5,8.846,0.1745,0.14159,,0.545
2020-11-28,17719.85,537.52,29.1766,0.16489,0.0033945,0.62579,4.8939,275.97,3.4616,72.7,13.0853,0.20021,1.8868,6.3268,0.01872,0.01535,0.9992,29.943,63.944,122.03,6.5973,75.31,8.808,0.1818,0.14455,,0.5633
2020-11-29,18184.99,576.3,30.1045,0.16663,0.0034365,0.60543,5.192,285.04,3.5514,78.91,13.38,0.19423,1.9153,6.3926,0.01888,0.015151,0.9992,30.0018,68.886,123.94,7.0331,75.06,8.923,0.1787,0.14362,,0.5682
2020-11-30,19695.87,616.66,31.4935,0.17204,0.003561,0.66417,5.3767,317.49,3.7824,87.65,14.2677,0.20295,1.9665,6.7458,0.0196,0.015972,0.9997,30.3751,76.0,130.65,7.0841,78.91,9.183,0.1892,0.14889,,0.5979
2020-12-01,18764.96,585.26,30.1996,0.15562,0.0033211,0.61088,5.0806,287.61,3.55,85.08,13.3461,0.18382,1.9738,6.1466,0.01863,0.014737,0.9994,30.323,74.3,125.79,6.8201,74.82,9.301,0.1899,0.14642,,0.5575
2020-12-02,19204.09,596.89,30.2875,0.15845,0.0033624,0.62972,5.4645,294.15,3.9484,88.9,13.9799,0.18514,2.1209,6.2376,0.01932,0.016405,0.9995,30.5754,86.647,127.92,7.0493,76.66,11.615,0.2014,0.16168,,0.5768
2020-12-03,19421.9,615.85,30.7065,0.16398,0.003429,0.63046,5.3997,292.1,3.8829,89.0,13.9749,0.18436,2.0967,6.587,0.02078,0.017397,0.9992,30.4246,91.558,133.54,7.3857,75.69,13.056,0.2188,0.15721,,0.5894
2020-12-04,18650.52,567.24,29.0231,0.14781,0.003283,0.55367,5.0,279.56,3.516,79.52,12.68,0.16154,1.8535,5.9515,0.01885,0.015698,0.9997,29.0085,80.679,126.57,7.227,69.01,12.101,0.2418,0.14643,,0.5367
2020-12-05,19147.66,596.8,29.728,0.15993,0.0033917,0.58517,5.1806,289.57,3.6834,83.14,13.1748,0.1717,1.9795,6.1922,0.01968,0.017484,0.9996,29.8579,92.714,133.49,8.1289,71.83,13.9,0.2609,0.15251,,0.5578
2020-12-06,19359.4,601.54,29.5026,0.15873,0.0033857,0.62107,5.1268,286.24,3.6482,83.55,13.5057,0.17593,1.8505,6.1708,0.01956,0.017144,0.9994,29.3247,87.838,134.33,8.4331,74.61,13.707,0.249,0.15257,,0.5554
2020-12-07,19166.9,591.28,29.37,0.15401,0.003336,0.60818,5.0569,283.86,3.7574,83.37,13.0704,0.16804,1.8272,6.1525,0.01915,0.018137,0.9996,30.473,90.688,138.61,8.9462,75.57,13.133,0.236,0.15153,,0.5446
2020-12-08,18324.11,554.94,27.6705,0.1412,0.0031723,0.5589,4.7399,267.7,3.2982,76.76,12.1356,0.15263,1.6631,5.7707,0.0176,0.016382,1.0004,29.937,80.068,135.87,7.7944,69.61,12.52,0.2221,0.14028,,0.5055
2020-12-09,18541.28,573.09,28.1452,0.14796,0.0031562,0.58265,4.8728,268.7,3.3511,77.41,12.6212,0.17206,1.6592,6.0625,0.01808,0.016758,0.9997,30.5,82.57,132.46,8.5543,69.38,13.973,0.217,0.1407,,0.506
2020-12-10,18254.63,558.99,27.6926,0.14188,0.0031043,0.57267,4.8003,265.75,3.239,74.7,11.9172,0.16073,1.5683,5.8918,0.0177,0.015937,1.0001,30.538,76.324,133.6,8.116,65.96,13.745,0.2173,0.14221,,0.4941
2020-12-11,18036.53,544.43,27.3419,0.13926,0.0030732,0.54945,4.612,259.24,2.9623,72.2,11.6335,0.15077,1.4389,5.7895,0.01744,0.015587,1.0001,29.8306,74.646,141.43,8.1207,63.71,14.766,0.2042,0.14,,0.4789
2020-12-12,18808.69,568.04,28.1603,0.14438,0.0031609,0.50658,4.7385,267.89,3.1225,76.67,12.2259,0.15888,1.4912,5.971,0.01785,0.016497,0.9995,29.9157,77.838,146.82,8.4688,65.95,16.732,0.2641,0.14447,,0.5005
2020-12-13,19174.99,590.7,29.1571,0.15406,0.00326,0.51365,4.8957,276.02,3.344,82.28,12.9392,0.1761,1.5701,6.1209,0.01817,0.01647,1.0003,29.99,83.929,152.12,8.6419,68.25,16.923,0.255,0.14378,,0.5182
2020-12-14,19273.14,586.29,30.0338,0.15877,0.003226,0.4974,4.8969,276.94,3.4803,82.35,12.8502,0.1702,1.5946,6.0388,0.01839,0.01637,1.0001,29.3347,86.295,152.52,8.6192,68.0,19.219,0.2486,0.15084,,0.5147
2020-12-15,19426.43,588.64,29.5053,0.15381,0.0032078,0.46793,5.2391,288.85,3.3292,81.32,12.6818,0.1661,1.7586,6.0499,0.01945,0.016501,0.9998,29.1237,87.068,150.5,8.1174,67.63,24.257,0.2465,0.1553,,0.5108
2020-12-16,21335.52,637.18,30.5577,0.16814,0.0034183,0.56941,5.3647,312.07,3.5357,92.94,13.4852,0.19321,1.7829,6.4654,0.0195,0.017274,0.9992,28.416,87.542,158.93,8.3437,73.21,21.681,0.257,0.15459,,0.5395
2020-12-17,22797.16,642.7,30.2255,0.16336,0.003722,0.5769,5.3455,310.73,3.6914,101.01,13.444,0.18612,1.68,6.4786,0.01896,0.017092,0.9993,28.4405,85.034,160.42,7.93,74.28,23.337,0.2807,0.15266,,0.5338
2020-12-18,23107.39,653.85,30.9882,0.16502,0.0038675,0.58337,5.3549,313.33,3.7652,109.34,13.5001,0.18525,1.7014,6.3915,0.02055,0.017424,0.9994,28.4577,90.424,154.44,7.8286,73.89,25.33,0.3043,0.16037,,0.5695
2020-12-19,23821.61,658.03,33.3167,0.16433,0.0039291,0.57666,5.3358,318.13,3.9621,119.85,13.4747,0.18139,1.6707,6.4149,0.0199,0.017373,0.9988,28.2008,88.983,154.6,7.6656,73.5,26.615,0.2977,0.15884,,0.5645
2020-12-20,23455.52,638.18,34.3148,0.16201,0.0046381,0.55586,5.1868,349.21,3.7617,114.58,13.0604,0.17666,1.5635,6.4949,0.01918,0.016325,0.9994,28.3891,85.629,152.42,7.1741,73.69,25.638,0.29,0.15236,,0.5505
2020-12-21,22719.71,607.58,32.05,0.15278,0.0047784,0.51445,4.8702,313.41,3.5094,104.45,12.3049,0.16519,1.5331,6.1075,0.01808,0.015523,0.9997,24.9963,80.757,145.66,6.6577,67.77,28.049,0.2744,0.14511,,0.5192
2020-12-22,23810.79,636.45,33.5151,0.15646,0.0045159,0.44642,5.155,322.69,3.7331,114.32,12.7842,0.16212,1.49,6.1198,0.01861,0.015854,0.9999,24.6213,84.33,156.56,7.0959,67.64,28.024,0.2777,0.1447,,0.5206
2020-12-23,23232.76,585.56,31.1843,0.13635,0.0037449,0.2605,4.7149,275.48,3.3111,102.45,10.9736,0.12661,1.198,5.099,0.01522,0.013236,1.0004,22.3358,75.718,150.92,5.8732,55.42,21.732,0.2328,0.12203,,0.4086
2020-12-24,23729.2,612.31,32.4895,0.15304,0.0045731,0.33863,5.1116,296.99,3.5227,111.13,11.5724,0.15818,1.3612,5.6031,0.01641,0.014893,1.0003,23.6991,80.665,156.86,6.4838,62.1,24.954,0.2567,0.14394,,0.4598
2020-12-25,24712.47,626.82,33.1996,0.15761,0.0045549,0.31768,5.2099,319.14,3.5038,127.78,11.5543,0.15238,1.4464,5.7568,0.01662,0.014598,1.0004,24.349,79.658,159.14,6.6622,64.27,22.903,0.2441,0.14067,,0.4524
2020-12-26,26493.39,637.44,33.6361,0.15839,0.0045131,0.29481,5.1924,323.6,3.4171,129.61,10.9809,0.14673,1.3258,5.8379,0.01926,0.016471,1.0007,23.5652,75.055,168.21,6.3428,66.56,23.147,0.2364,0.14066,,0.4546
2020-12-27,26281.66,685.11,33.674,0.15467,0.004547,0.28407,5.1455,338.1,3.5965,127.88,12.1541,0.14527,1.3037,5.8101,0.01832,0.016542,1.0012,22.236,76.751,156.99,6.3995,66.97,21.849,0.2356,0.13666,,0.4498
2020-12-28,27079.41,730.41,35.951,0.17627,0.0046015,0.24845,6.5982,360.77,3.7311,129.83,12.6081,0.14448,1.5172,5.9188,0.01887,0.020212,1.0016,21.9937,81.833,166.64,6.6245,69.04,25.421,0.23,0.13875,,0.4639
2020-12-29,27385.0,732.0,39.0667,0.19067,0.0045012,0.22142,7.5402,352.92,3.6695,128.8,11.7786,0.13831,1.6704,5.719,0.01845,0.021135,1.001,20.4405,78.136,161.54,7.0125,65.33,23.802,0.2228,0.13286,,0.4548
2020-12-30,28875.54,752.17,38.1558,0.18389,0.0046251,0.21138,7.2282,358.69,4.1531,130.05,11.2435,0.13175,1.535,5.6799,0.01808,0.0202,0.9997,21.5173,81.0,159.55,6.6235,64.09,24.121,0.1954,0.12934,,0.4449
2020-12-31,28923.63,736.42,37.3588,0.18134,0.0046709,0.21959,9.2619,342.15,5.1501,124.21,11.2364,0.12762,1.5073,5.6562,0.01758,0.018754,0.9987,24.3284,88.48,156.22,6.1939,63.91,24.673,0.2057,0.12977,,0.4413
2021-01-01,29331.69,728.91,37.7762,0.17509,0.00568,0.23746,8.2776,341.83,4.7353,126.24,11.8477,0.13207,1.8421,5.6938,0.01777,0.019052,0.9973,22.2169,90.711,135.81,5.9795,56.6,26.007,0.2217,0.13561,,0.4491
2021-01-02,32178.33,774.56,38.2331,0.17742,0.0105264,0.22064,9.2037,354.55,4.8564,136.96,12.2215,0.12751,1.7999,5.7763,0.01904,0.019993,0.9989,21.7766,85.768,143.52,5.5873,57.46,25.875,0.2031,0.13156,,0.4653
2021-01-03,33000.05,978.28,41.2575,0.20615,0.0098209,0.2254,10.1307,423.61,5.5155,161.24,13.6814,0.13653,2.1779,6.5678,0.01997,0.026226,0.9979,21.4253,93.778,138.26,5.5581,59.35,27.321,0.211,0.135,,0.503
2021-01-04,31988.71,1041.43,41.1333,0.22528,0.0097613,0.23565,9.5126,405.49,5.4238,155.34,13.5935,0.16404,2.4909,7.0374,0.02468,0.024598,0.9993,21.4059,114.271,133.79,5.3943,60.34,30.658,0.2045,0.14105,,0.4945
2021-01-05,33949.53,1099.56,41.8219,0.25873,0.00997,0.22573,9.7084,418.09,6.2518,158.43,14.5162,0.19291,2.1636,7.271,0.0244,0.027964,0.9969,21.6019,119.689,136.0,5.5768,59.64,33.969,0.2048,0.14654,,0.509
2021-01-06,36769.36,1208.42,42.2417,0.33309,0.01042,0.24854,10.0679,453.44,6.4157,168.92,17.2322,0.33938,1.9414,7.5723,0.03555,0.030819,0.9976,21.9407,115.191,142.31,5.84,63.92,38.5,0.2559,0.16005,,0.5808
2021-01-07,39432.28,1224.87,43.5728,0.29928,0.0097439,0.32389,9.6439,448.0,6.2545,169.35,15.9628,0.31124,2.3635,7.2142,0.03297,0.028673,0.9987,22.0598,114.823,142.9,5.9377,67.75,36.985,0.2449,0.16388,,0.5591
2021-01-08,40582.81,1216.93,42.356,0.30389,0.00974,0.32032,9.2998,436.98,5.8807,172.19,15.2381,0.297,3.2214,6.9565,0.03159,0.027299,0.9993,21.5989,110.481,142.11,5.6108,68.59,37.36,0.231,0.21488,,0.5563
2021-01-09,40088.22,1276.0,43.8479,0.33062,0.0101789,0.32419,9.7354,574.88,6.22,177.26,17.5501,0.31054,3.3829,7.763,0.03346,0.028812,0.9964,22.0071,117.479,147.4,6.1818,78.44,36.87,0.2389,0.20456,,0.634
2021-01-10,38150.02,1254.25,42.4031,0.30153,0.00982,0.31491,9.2911,599.98,5.9802,170.07,16.206,0.2845,3.449,8.8346,0.03024,0.02707,0.9998,23.4251,127.007,184.89,6.5273,96.37,36.229,0.2333,0.18527,,0.6536
2021-01-11,35404.47,1087.01,38.1674,0.2757,0.0088326,0.28743,8.2691,476.78,5.2448,138.87,14.6393,0.27119,3.1016,7.2221,0.02593,0.024344,0.9998,21.6398,114.212,157.96,5.6184,88.24,32.68,0.2123,0.16323,,0.5487
2021-01-12,34051.24,1050.16,38.2541,0.28888,0.0080807,0.29254,8.3078,451.88,5.5878,133.42,13.9655,0.27993,3.6354,7.0544,0.02609,0.02299,1.0005,21.0413,127.765,159.09,6.023,99.72,31.591,0.2131,0.16712,,0.5345
2021-01-13,37371.38,1129.89,40.1114,0.3123,0.0086738,0.30582,10.9486,496.06,6.3311,147.38,15.9356,0.30356,3.5242,7.595,0.02992,0.026073,0.9999,21.7131,146.811,171.55,6.3812,117.35,35.039,0.229,0.1798,,0.5758
2021-01-14,39144.5,1231.62,41.8723,0.31201,0.0093907,0.29642,14.4867,527.0,6.9593,152.5,17.9804,0.3035,3.2921,7.788,0.03286,0.025743,1.0012,21.5738,147.53,163.81,6.4439,111.71,37.976,0.2275,0.18307,,0.5816
2021-01-15,36742.22,1168.53,40.8668,0.30188,0.0093525,0.27991,13.1679,490.7,7.3762,143.65,20.7375,0.28374,3.2475,7.567,0.03402,0.025306,1.0001,21.5435,166.513,156.98,6.3539,103.25,37.15,0.2136,0.18883,,0.6355
2021-01-16,35994.98,1227.83,43.142,0.35071,0.0092374,0.27924,17.9893,489.74,8.3908,143.52,20.1054,0.29075,3.4247,7.7799,0.03271,0.026863,0.9998,22.8433,181.417,155.56,6.6316,108.08,36.781,0.2171,0.1948,,0.6541
2021-01-17,35828.61,1232.45,45.8675,0.38081,0.0090987,0.27746,17.0832,479.37,8.689,142.8,23.2819,0.3038,3.8268,7.684,0.03416,0.027152,1.0003,24.3442,186.323,159.65,7.3768,102.25,37.484,0.2233,0.23114,,0.6727
2021-01-18,36631.27,1258.45,45.3412,0.37123,0.0091782,0.28528,16.5898,508.95,9.1904,151.96,22.0336,0.30544,3.7868,7.7078,0.03612,0.030803,0.9997,23.7605,200.054,156.98,7.8384,103.98,39.529,0.2359,0.24692,,0.712
2021-01-19,35891.49,1365.36,42.5241,0.3672,0.0090428,0.29396,16.3933,507.04,8.5767,151.86,20.5557,0.29748,3.6287,7.8177,0.03229,0.029015,0.9996,22.6578,186.079,157.27,7.0773,102.42,37.581,0.2471,0.36023,,0.6608
2021-01-20,35468.23,1376.99,42.6069,0.37532,0.0090487,0.29539,17.9808,496.95,8.9646,149.69,21.8482,0.29358,3.7166,7.9,0.03443,0.034595,0.9996,22.339,196.733,152.77,7.2094,98.99,38.66,0.2391,0.42131,,0.6368
2021-01-21,30850.13,1110.96,38.6343,0.30785,0.0081581,0.26802,15.9818,418.68,7.5873,129.72,18.4119,0.2514,2.9899,7.1346,0.0286,0.027918,1.0008,21.3251,160.321,130.53,5.9885,82.92,37.314,0.2113,0.32925,,0.5466
2021-01-22,32945.17,1232.62,40.8936,0.34867,0.0085075,0.27217,17.1207,439.79,8.6834,137.66,21.5519,0.26941,3.3352,7.4292,0.03119,0.031268,0.999,22.2845,189.592,135.79,6.4028,86.94,37.144,0.2162,0.38157,,0.57
2021-01-23,32078.0,1233.6,40.9109,0.34583,0.0085779,0.27167,18.7446,431.36,9.3428,137.67,24.8046,0.26977,3.5079,7.4488,0.03403,0.030068,0.9993,22.6979,213.304,139.03,6.5923,85.95,37.02,0.2155,0.42973,,0.602
2021-01-24,32259.9,1392.51,41.8263,0.35345,0.0087135,0.27339,17.9745,439.52,12.0505,141.01,24.7935,0.27138,3.6278,7.6294,0.0331,0.030606,0.9989,22.7027,264.401,138.03,6.9833,90.0,41.232,0.2134,0.42099,,0.6109
2021-01-25,32254.2,1317.88,41.8347,0.34308,0.0083509,0.26757,17.207,432.28,11.3177,137.07,23.3418,0.26102,3.7038,7.4976,0.03273,0.029758,1.0,22.4279,247.647,137.16,6.6723,87.89,50.06,0.2212,0.4722,,0.5908
2021-01-26,32467.77,1365.97,41.8396,0.3433,0.0082472,0.26834,17.1013,427.46,13.9086,134.67,23.0981,0.26144,4.041,7.4342,0.0433,0.029444,0.9994,22.1876,277.661,137.85,6.8288,89.26,48.285,0.246,0.43936,,0.5811
2021-01-27,30366.15,1239.03,40.8826,0.31144,0.0074124,0.25039,15.43,377.17,14.7493,122.44,20.9586,0.23779,3.675,6.8713,0.04175,0.026361,0.9983,21.42,286.0,125.45,6.0371,78.41,53.181,0.2322,0.36313,,0.5367
2021-01-28,33364.86,1329.69,42.5254,0.34409,0.0364995,0.26407,16.8643,404.75,14.1003,133.27,23.0145,0.29306,3.81,7.6533,0.03856,0.027389,0.9974,21.8988,297.209,135.43,6.2836,86.82,59.081,0.2334,0.37379,,0.5608
2021-01-29,34252.2,1379.5,42.8618,0.34752,0.0459059,0.2829,16.7968,407.03,15.6418,134.65,22.748,0.29322,3.8293,7.6132,0.04016,0.02783,0.9995,22.3086,287.8,140.31,6.5143,85.49,61.762,0.235,0.35973,,0.5778
2021-01-30,34262.88,1378.05,44.7849,0.364,0.02826,0.44372,16.5349,417.02,19.5376,133.36,23.6399,0.32791,4.228,7.5859,0.03999,0.026842,0.9988,22.0354,314.791,139.43,6.74,84.51,64.87,0.232,0.33502,,0.5887
2021-01-31,33092.98,1312.55,44.3292,0.34475,0.037,0.49507,16.1128,399.3,17.7246,129.36,22.5613,0.30704,4.2525,7.4155,0.03831,0.025397,0.9992,22.2488,299.601,137.73,6.5438,85.65,63.399,0.2358,0.34366,,0.5792
2021-02-01,33526.37,1374.17,51.4781,0.40876,0.0348173,0.37106,16.4385,414.48,20.4502,132.0,22.8757,0.32323,4.6148,7.5241,0.0409,0.029382,0.9996,22.621,294.954,143.36,7.0187,88.69,65.959,0.267,0.34187,,0.5896
2021-02-02,35466.24,1511.87,51.0071,0.42498,0.0313489,0.37254,17.1765,430.31,18.9517,141.98,23.6582,0.33932,5.2331,7.7835,0.04105,0.028127,0.9992,22.4829,302.987,151.19,6.9479,92.37,64.113,0.2773,0.3651,,0.621
2021-02-03,37618.87,1664.49,52.12,0.44189,0.0372597,0.39721,20.8538,446.1,19.7114,155.93,25.087,0.3467,5.7311,7.9413,0.04382,0.029177,0.9987,23.0537,384.499,154.6,7.2973,95.23,67.945,0.2868,0.37383,,0.631
2021-02-04,36936.66,1595.67,55.9599,0.43934,0.0529081,0.44545,19.6677,420.91,20.1299,145.07,24.492,0.32569,6.4085,7.6584,0.04737,0.02771,0.9991,22.8902,466.582,148.04,7.2465,90.0,73.985,0.2657,0.36555,,0.6059
2021-02-05,38290.24,1719.19,67.7005,0.53917,0.0467193,0.45219,20.84,447.72,21.145,155.05,26.3034,0.35155,6.7005,8.5174,0.05481,0.032096,0.999,24.4825,505.376,155.4,8.8459,96.44,87.948,0.2889,0.41204,,0.6741
2021-02-06,39186.94,1676.35,72.8356,0.63444,0.0576559,0.44307,20.3734,457.78,19.2499,155.57,25.0231,0.37739,6.1225,8.7691,0.0525,0.029946,0.9983,24.2434,473.936,152.06,8.1914,94.24,95.848,0.2755,0.3917,,0.6608
2021-02-07,38795.69,1611.62,68.3542,0.66109,0.0779247,0.41849,19.7345,444.8,18.6592,150.76,24.7254,0.3854,6.6976,8.2787,0.06646,0.029139,0.9983,24.0475,472.907,150.31,8.0508,92.3,139.744,0.3105,0.38024,,0.6935
2021-02-08,46374.87,1750.15,79.8374,0.67638,0.0787,0.45099,22.9853,483.99,19.3198,167.28,25.4115,0.3966,7.855,8.6941,0.07118,0.031326,0.9989,27.6608,489.294,163.21,8.3875,98.01,163.298,0.3283,0.39831,,0.77
2021-02-09,46420.42,1769.13,107.3469,0.70562,0.0700121,0.47636,23.0846,514.42,19.5175,181.49,27.6034,0.40022,7.8005,9.578,0.09864,0.035375,0.9987,44.1298,488.218,169.14,9.7879,108.77,195.334,0.3368,0.4184,,0.8415
2021-02-10,44807.58,1740.78,128.9711,0.93966,0.0725527,0.50429,23.5821,494.85,20.6802,181.56,26.8121,0.41495,9.09,10.3754,0.11585,0.035689,0.9993,39.761,523.497,175.6,9.6669,116.41,176.218,0.3714,0.42595,,0.9076
2021-02-11,47969.51,1785.62,124.085,0.92796,0.069583,0.52806,25.0224,530.4,21.4536,183.62,27.8475,0.45604,9.2004,11.7205,0.12333,0.042558,0.9992,40.3198,517.189,190.49,10.4596,142.34,157.536,0.4006,0.59987,,1.037
2021-02-12,47287.6,1840.26,136.6139,0.92426,0.0697675,0.609,28.6555,576.43,22.6236,196.69,30.6265,0.52853,9.2,11.9265,0.12071,0.054359,0.9981,42.65,528.325,200.64,10.8509,142.79,169.642,0.401,0.61036,,1.0895
2021-02-13,47153.69,1814.96,133.3496,0.91299,0.0662405,0.63309,27.9364,668.3,21.7738,225.76,34.1941,0.56456,8.7441,16.6377,0.1115,0.054766,0.9989,41.534,494.732,240.99,11.2315,176.11,159.147,0.4028,0.59249,,1.2932
2021-02-14,48577.79,1800.42,135.8623,0.84364,0.0626783,0.59211,26.8724,720.44,20.8245,213.49,33.1565,0.51591,8.7158,16.072,0.10002,0.052161,0.999,47.125,468.525,230.14,11.8003,156.33,154.14,0.3691,0.55135,,1.1637
2021-02-15,47911.1,1779.25,130.303,0.86143,0.0565,0.54976,27.8021,715.52,20.0675,207.83,32.5899,0.49474,8.8516,14.6826,0.10717,0.051032,0.9999,42.9236,455.666,228.21,10.9669,158.61,139.632,0.3826,0.52371,,1.1555
2021-02-16,49133.45,1781.99,130.183,0.87,0.053476,0.51995,30.0832,705.39,20.4846,210.26,31.9632,0.48534,8.3002,14.3907,0.10899,0.049319,1.0,41.874,432.364,221.48,11.0666,155.68,137.029,0.3801,0.54418,,1.1238
2021-02-17,52119.71,1849.88,165.3233,0.89206,0.0495187,0.53467,31.9862,716.45,21.5175,237.49,32.2324,0.49737,8.2357,15.3015,0.11213,0.051196,0.9996,43.205,451.333,272.25,11.4913,168.37,145.345,0.3964,0.54998,,1.1547
2021-02-18,51552.6,1939.61,195.6,0.91442,0.0587991,0.53204,31.11,703.7,21.1733,226.59,32.4801,0.49656,8.9771,14.9458,0.12214,0.054483,1.0001,43.4281,441.503,260.94,12.3607,169.25,151.748,0.4351,0.58712,,1.2285
2021-02-19,55906.0,1955.0,333.111,0.92581,0.055033,0.56465,34.824,718.98,20.0756,236.5,34.6846,0.51278,11.4912,15.3876,0.15327,0.053602,0.9997,43.1378,419.604,282.51,12.5462,180.19,139.532,0.5256,0.602,,1.2632
2021-02-20,55841.19,1913.0,253.0,1.11568,0.0541708,0.51167,38.942,678.29,28.7533,226.65,33.9387,0.48613,9.9869,15.0833,0.14443,0.053554,0.9992,43.0007,441.108,255.11,12.2604,164.09,139.52,0.5061,0.55072,,1.231
2021-02-21,57408.57,1933.53,295.2597,1.09894,0.0560183,0.54468,39.5863,706.28,28.7763,227.13,34.0915,0.49601,11.0753,15.669,0.16231,0.054826,0.9992,44.6468,436.965,247.28,12.3564,161.87,140.707,0.563,0.57323,,1.4137
2021-02-22,54087.67,1777.58,267.5147,1.09703,0.0535557,0.56646,37.6143,628.98,27.6835,208.32,31.4542,0.46363,14.4191,13.9359,0.15217,0.050147,0.9997,39.3921,400.0,224.22,10.615,144.39,126.847,0.7006,0.54271,,1.1928
2021-02-23,48891.0,1577.89,231.3646,0.96197,0.0476562,0.47579,34.5325,515.84,24.8086,177.34,25.9249,0.38652,15.2244,11.3651,0.13672,0.042224,1.0002,35.4658,364.258,220.85,9.3749,127.13,110.0,0.5339,0.45247,,0.9819
2021-02-24,49676.2,1623.39,254.5056,1.04902,0.0567911,0.4686,33.6396,526.99,25.2509,181.43,28.0851,0.40538,17.1691,11.8729,0.1602,0.042694,0.9996,36.5817,367.503,204.27,9.8336,130.96,116.898,0.5283,0.49174,,1.0038
2021-02-25,47073.73,1481.75,234.9146,1.07691,0.0499138,0.43601,31.2341,499.67,23.4781,179.36,24.7144,0.38022,13.8442,11.039,0.17564,0.039342,1.0001,34.9813,338.563,198.98,9.6074,121.25,113.328,0.4927,0.54049,,0.9389
2021-02-26,46276.87,1444.59,221.717,1.24303,0.0504768,0.42788,31.4362,484.46,23.1082,170.25,25.1862,0.4003,13.5962,10.7153,0.19036,0.039453,0.9998,35.1275,323.268,204.2,9.5612,118.23,124.199,0.5153,0.57809,,0.8969
2021-02-27,46106.43,1458.13,225.3853,1.31402,0.0500725,0.43589,33.4575,483.35,23.5338,171.76,26.1896,0.43792,13.1916,11.0991,0.1971,0.040822,0.9991,37.8763,332.824,209.26,9.5955,119.78,135.437,0.5754,0.5688,,0.915
2021-02-28,45135.66,1419.18,210.2138,1.31203,0.0481582,0.41565,33.8,460.12,22.2098,165.22,24.7016,0.40587,13.0887,10.3656,0.2329,0.039735,0.9982,35.9652,354.155,219.18,8.9026,111.31,130.586,0.6095,0.57548,,0.8473
2021-03-01,49587.03,1569.86,254.9637,1.29627,0.0505933,0.44537,35.6273,501.61,25.7058,175.89,27.7116,0.43069,14.9855,11.0783,0.2501,0.045729,0.999,38.5649,385.952,230.4,9.5234,124.4,138.221,0.6497,0.69667,,0.9163
2021-03-02,48440.65,1486.78,239.6841,1.2228,0.050364,0.4357,36.1393,517.62,25.5253,179.08,28.4769,0.41856,13.9438,10.9081,0.23264,0.043803,0.9993,38.2082,390.946,220.04,9.4175,120.51,133.98,0.7674,0.7865,,0.9212
2021-03-03,50349.37,1567.69,240.5701,1.21311,0.0504146,0.44846,37.0985,520.82,25.3565,187.64,29.85,0.42052,14.0742,11.2516,0.22302,0.052864,0.9997,42.0681,395.501,218.7,9.8182,126.69,141.428,0.7881,1.1753,,1.0305
2021-03-04,48374.09,1539.23,229.6369,1.11239,0.0499865,0.48096,35.2166,505.31,28.2681,180.67,27.6943,0.41182,13.0508,11.0004,0.19877,0.050284,1.0002,40.7542,373.733,217.52,9.4472,122.03,150.897,0.7049,1.29987,,0.9637
2021-03-05,48751.71,1528.31,225.4714,1.15908,0.0495285,0.45457,33.6194,497.22,28.2866,180.23,27.8343,0.40483,12.5382,10.9437,0.21233,0.05201,0.9998,40.4667,367.005,205.84,9.9125,121.12,141.167,0.7199,1.19787,,1.012
2021-03-06,48882.2,1650.35,226.3814,1.129,0.0509588,0.46285,33.3596,500.38,28.5148,182.85,28.1479,0.40142,13.0421,11.1134,0.21215,0.053272,0.9996,40.3937,387.934,204.35,9.9916,125.19,137.196,0.7337,1.1539,,1.0387
2021-03-07,50971.75,1726.16,240.11,1.13042,0.0519871,0.46558,35.095,516.56,34.2651,190.75,28.5932,0.41265,13.8174,11.5466,0.21235,0.05667,0.9997,41.3943,414.89,208.99,10.1471,130.08,145.786,0.7162,1.41057,,1.0489
2021-03-08,52375.17,1833.18,240.5509,1.11848,0.0629738,0.47412,34.9737,529.15,33.2344,191.85,31.8469,0.41821,13.6028,11.7082,0.21746,0.065316,0.9997,41.535,437.282,221.08,10.0798,129.55,147.252,0.7186,1.73127,,1.1332
2021-03-09,54884.5,1870.51,293.2052,1.1972,0.0579117,0.4849,38.1882,545.32,32.8722,203.81,31.4914,0.43186,14.839,12.3956,0.299,0.064429,0.9999,41.9292,444.088,225.16,10.7134,137.69,157.973,0.703,1.70428,,1.2132
2021-03-10,55851.59,1795.12,278.4499,1.13261,0.0558692,0.46155,37.5494,546.27,30.8877,200.29,29.9036,0.40889,14.2048,11.958,0.28678,0.061343,1.0,42.4547,406.848,220.19,10.2479,139.82,150.931,0.6164,1.64608,,1.1403
